TAXID,SAMPLE,SEQUENCE_ID,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,COVERAGE_PCT,IDENTITY_PCT,DATABASE,ACCESSION,PRODUCT,RESISTANCE,NAME
543,"D33","996fbae4-df12-4aa8-954c-8473ca20449d",3990,4120,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","909a39f9-544c-444a-874c-09be12e965fa",3663,3794,"+","Col(pHAD28)_1","1-131/131","========/======","1/1",100,90.15,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D22","f7658d3e-7a6f-4124-992f-4ba9b0750375",1519,1636,"-","ColRNAI_1","13-130/130",".=======/======","4/4",89.23,87.5,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D29","3867b98f-0521-478d-a7fd-e785a2375ec3",293,824,"-","emrR","1-531/531","========/======","1/1",100,99.44,"card","U00096.3:2810769-2811300","EmrR is a negative regulator for the EmrAB-TolC multidrug efflux pump in E. coli. Mutations lead to EmrAB-TolC overexpression.","fluoroquinolone","Enterobacteriaceae"
543,"D33","be3ed895-0b43-403b-81d4-7905d108d016",3276,3557,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D36","74200140-5013-48d2-931a-7b4b4733f1b9",1938,2219,"+","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D29","9f641327-2a88-46ec-bcdd-a4736ca336c0",2112,2241,"-","Col(pHAD28)_1","1-131/131","========/======","1/1",99.24,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","f91106fe-4961-4bff-a371-8eeb9a48b166",14368,15540,"+","entC","1-1176/1176","========/======","4/5",99.66,95.92,"vfdb","WP_001336900","(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D33","ec15b4c0-0d12-4d66-9648-965236c3a3ee",14998,15477,"+","hcp1/tssD1","1-483/483","========/======","1/3",99.38,98.97,"vfdb","WP_001284199","(hcp1/tssD1) type VI secretion system protein Hcp family [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D29","476a1612-0bb2-4e00-954a-65fdc314f458",1235,2590,"-","tssA","1-1353/1353","========/======","4/7",99.85,98.89,"vfdb","WP_001087735","(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D33","cc1b8974-0185-4a0b-9973-19e90e073093",712,842,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","484bcaea-4cc1-498a-9b7b-01445038ae9a",428,1207,"+","escT","1-777/777","========/======","2/3",100,95,"vfdb","WP_001002835","(escT) Type III secretion system minor export apparatus protein EscT [TTSS (VF0172) - Effector delivery system (VFC0086)] [Escherichia coli O127:H6 str. E2348/69]",NA,"Enterobacteriaceae"
543,"D33","cddff053-9173-4315-a9eb-04aa952001da",1153,1283,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.08,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D28","bc05e804-0814-45b1-93c6-dc8ace314cd4",3188,4727,"+","emrY","1-1539/1539","========/======","2/3",99.94,98.44,"card","D78168.1:1591-3130","emrY is a multidrug transport that moves substrates across the inner membrane of the Gram-negative E. coli. It is a homolog of emrB.","tetracycline","Enterobacteriaceae"
543,"D36","f8a96f2c-e117-48f7-b11b-614f3a6b45e4",9314,11351,"+","vgrG/tssI","1-2065/2142","========/======","13/41",94.82,89.48,"vfdb","WP_000103365","(vgrG/tssI) type VI secretion system effector VgrG [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D32","3b56570d-f98b-497c-8d81-18b28014e6d4",2444,3060,"-","entD","5-621/621","===============","0/0",99.36,93.68,"vfdb","WP_001375021","(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","3b56570d-f98b-497c-8d81-18b28014e6d4",3238,5476,"-","fepA","1-2241/2241","========/======","2/4",99.87,96.21,"vfdb","WP_001034892","(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","56076f53-a405-4c5f-a9a0-6e4775aa6877",320,1929,"-","entE","1-1611/1611","========/======","1/1",99.94,96.96,"vfdb","WP_000026784","(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D22","f4384035-95a9-4e10-93ec-a513d0f71614",1722,1855,"+","ColRNAI_1","1-130/130","========/======","3/4",100,85.82,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D32","3d8af1a9-a361-4bd2-b902-4ecdafc648ee",1245,1783,"-","fimI","1-540/540","========/======","1/1",99.81,97.59,"vfdb","WP_000824100","(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","af22a1a4-661a-4dd1-a586-e6b4f28d668c",1,1659,"-","espL1","1-1659/1898","========/=====.","4/4",87.3,97.05,"vfdb",NA,"(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]",NA,"Enterobacteriaceae"
543,"D29","6c7473b2-5b77-4dcc-ac45-ab6d5e213047",825,1198,"+","glrR","1-372/372","========/======","3/4",99.73,93.6,"vfdb","WP_000605370","(glrR) type III secretion system LEE GrlA-binding negative regulator GrlR [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D32","b581680c-85ca-4bf0-87b6-8e520150fdfd",4295,4895,"+","AAA92657","1-606/606","========/======","3/5",99.17,97.69,"vfdb","AAA92657","(AAA92657) unknown protein [TraJ (VF0241) - Invasion (VFC0083)] [Escherichia coli]",NA,"Enterobacteriaceae"
543,"D29","6c7473b2-5b77-4dcc-ac45-ab6d5e213047",1258,1670,"+","glrA","1-413/414","===============","0/0",99.76,97.58,"vfdb","WP_000444180","(glrA) type III secretion system LEE transcriptional regulator GrlA [TTSS (VF0191) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D36","ca1c5a3a-a7ae-4a0c-881a-2d952d6b3cb1",3051,3333,"-","Col440II_1","1-282/282","========/======","1/1",100,97.17,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D19","3b992a69-3516-4cc8-998c-e86cdfaa53ed",467,597,"-","ColRNAI_1","1-130/130","========/======","3/3",99.23,86.36,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D19","3ea77604-c96e-4322-ad68-6b3e6135aa16",2798,2928,"+","ColRNAI_1","1-130/130","========/======","1/1",100,87.79,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D32","c0cff5eb-98b8-484f-8b17-708ed65939bb",4467,6064,"+","entE","1-1611/1611","========/======","7/15",99.13,95.28,"vfdb","WP_000026784","(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","d4fba767-5e43-45a7-a935-b9c338da83fa",2098,2629,"+","fimF","1-531/531","========/======","1/1",100,96.24,"vfdb","WP_001244821","(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D29","d4fba767-5e43-45a7-a935-b9c338da83fa",2642,3145,"+","fimG","1-504/504","===============","0/0",100,97.42,"vfdb","WP_000872015","(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","17b7d51a-245c-4ae0-8da3-e8977a337a11",4604,5572,"-","PmrF","1-969/969","===============","0/0",100,99.17,"card","U00096.1:2367070-2368039","PmrF is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin. pmrF corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.","peptide","Enterobacteriaceae"
543,"D29","e840e717-0b21-4efe-8093-99e85d6609d1",1098,1632,"+","fimF","1-531/531","========/======","5/6",99.81,95.15,"vfdb","WP_001244821","(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D33","ec15b4c0-0d12-4d66-9648-965236c3a3ee",13624,14974,"+","tssA","1-1353/1353","========/======","4/6",99.7,98.6,"vfdb","WP_001087735","(tssA) Type VI secretion system protein TssA [T6SS (VF0579) - Effector delivery system (VFC0086)] [Shigella sonnei Ss046]",NA,"Enterobacteriaceae"
543,"D29","e840e717-0b21-4efe-8093-99e85d6609d1",2179,3082,"+","fimH","1-903/903","========/======","1/1",100,96.57,"vfdb","WP_000832235","(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","ab2a35dc-57e8-40c7-a569-da7f237567f7",520,842,"+","csgC","1-333/333","========/======","9/14",96.4,86.57,"vfdb","WP_000992818","(csgC) curli assembly protein CsgC [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D29","d2925774-175b-4f87-8954-8fb3c095890a",4127,4257,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D29","f16ab71a-9836-4e83-9d77-1e32d6e81b16",4629,5114,"+","STM0276","1-486/486","===============","0/0",100,86.63,"vfdb","NP_459274","(STM0276) Hcp1 family type VI secretion system effector [SCI (Salmonella centrisome island) (VF0974) - Effector delivery system (VFC0086)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]",NA,"Enterobacteriaceae"
543,"D36","6133f09b-7b67-4ab3-a4c9-c32f11309893",4030,4160,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D36","6213bbd9-7b44-4298-8a2b-d204b08f853e",1620,1750,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D30","03ab9d1a-f8d0-4088-88f3-2c501cf5cee9",3356,4513,"+","mdtE","1-1158/1158","===============","0/0",100,99.57,"card","AP009048.1:3981183-3980025","MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D36","6133f09b-7b67-4ab3-a4c9-c32f11309893",3160,3442,"+","Col440II_1","1-282/282","========/======","1/1",100,96.82,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D33","8ebabb06-abad-4547-b6de-dd62733974b3",3211,4412,"-","fes","1-1203/1203","========/======","1/1",99.92,96.59,"vfdb","WP_000125846","(fes) enterobactin/ferric enterobactin esterase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","121d6651-9e89-426c-9c76-dab4489d9113",5089,6318,"-","mdtG","1-1227/1227","========/======","6/11",99.67,97.25,"card","CP000800.1:1192954-1191727","The MdtG protein also named YceE appears to be a member of the major facilitator superfamily of transporters and it has been reported when overexpressed to increase fosfomycin and deoxycholate resistances. mdtG is a member of the marA-soxS-rob regulon.","phosphonic_acid","Enterobacteriaceae"
543,"D36","6213bbd9-7b44-4298-8a2b-d204b08f853e",2343,2624,"-","Col440II_1","1-282/282","===============","0/0",100,97.87,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D36","6d511872-f193-4417-918b-8150e6dc1319",4318,4448,"+","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","a27e1cd5-bd5e-4e7d-868b-dbb096f8aaad",238,1395,"-","mdtE","1-1158/1158","===============","0/0",100,99.48,"card","AP009048.1:3981183-3980025","MdtE is the membrane fusion protein of the MdtEF multidrug efflux complex. It shares 70% sequence similarity with AcrA.","fluoroquinolone;macrolide;penam","Enterobacteriaceae"
543,"D25","80d387ac-d7c3-40e0-a9a0-ad904ba0d864",2786,2894,"-","ColRNAI_1","1-109/130","=============..","0/0",83.85,91.74,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D29","3f90385c-e191-4be2-bb1c-f6efaebef6f9",1135,1414,"+","Col440II_1","1-282/282","========/======","1/2",99.29,96.1,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D25","434890cb-4e4c-4559-a1d6-3739c6de8853",1604,2436,"+","cgsG","1-834/834","========/======","3/3",99.76,95.81,"vfdb","WP_001189322","(cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D25","43a94e71-f8c2-4e0f-a6f2-a71d926e1fca",657,1259,"+","fimB","1-603/603","===============","0/0",100,98.18,"vfdb","WP_000790574","(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","47142ade-d914-478b-bdfc-f14fc7726443",7130,7586,"-","csgB","1-456/456","========/======","1/1",100,99.56,"vfdb","WP_000791650","(csgB) curlin minor subunit CsgB [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D22","b932fb0f-e8a4-42f5-909d-13ac1397f2d4",10499,11092,"-","fimE","1-595/597","========/======","4/5",99.16,97.15,"vfdb","WP_000044711","(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","8a446f16-b90e-4f3c-b7a2-ed4560a1323a",12,204,"+","ColpVC_1","1-193/193","===============","0/0",100,95.34,"plasmidfinder","JX133088","ColpVC_1__JX133088",NA,"Enterobacteriaceae"
543,"D36","6cf0e72b-48ee-4359-b820-aac1528fb03e",79,705,"+","entD","1-621/621","========/======","2/8",99.84,91.56,"vfdb","WP_001375021","(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","c586af8e-e66e-4270-9f2a-d8e58cd06e78",579,1953,"-","cpxA","1-1374/1374","========/======","1/1",100,97.67,"card","BA000007.3:4905062-4903688","CpxA is a membrane-localized sensor kinase that is activated by envelope stress. It starts a kinase cascade that activates CpxR which promotes efflux complex expression.","aminocoumarin;aminoglycoside","Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",7984,8977,"-","fepG","1-993/993","========/======","1/1",100,99.7,"vfdb","WP_000640938","(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D20","e7c0e8f8-4bd2-4ef3-aa9b-e2ae2d6013aa",8974,9974,"-","fepD","1-1005/1005","========/======","2/4",99.6,99,"vfdb","WP_001443194","(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D36","cafdbb51-1c5c-4fbb-b7d4-9396719d04fb",2632,4530,"-","espL1","1-1898/1898","========/======","4/5",99.89,97.27,"vfdb",NA,"(espL1) Type III secretion system effector espL1 [TTSS secreted effectors (VF1111) - Effector delivery system (VFC0086)] [Escherichia coli O55:H7 str. CB9615]",NA,"Enterobacteriaceae"
543,"D28","5e2ca03e-1833-40c7-b95c-cdb82a67fc26",5205,6784,"+","espX4","1-1581/1581","========/======","4/5",99.81,92.86,"vfdb","WP_000900547","(espX4) Type III secretion system effector EspX4 [TTSS secreted effectors (VF1110) - Effector delivery system (VFC0086)] [Escherichia coli O157:H7 str. EDL933]",NA,"Enterobacteriaceae"
543,"D36","ca453c50-2fc9-4670-bfc4-8cbf4cfc11a7",168,1352,"+","gspL","1-1179/1179","========/======","2/6",100,95.53,"vfdb","WP_000097229","(gspL) general secretion pathway protein L [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]",NA,"Enterobacteriaceae"
543,"D33","3248cf60-7d77-4428-b0e3-a1659eb1fcc3",2293,2412,"-","ColRNAI_1","13-130/130",".=======/======","2/2",90.77,89.17,"plasmidfinder","DQ298019","ColRNAI_1__DQ298019",NA,"Enterobacteriaceae"
543,"D32","59f1513a-0334-4ede-a9b5-385c7d46d9b0",3915,4962,"+","ompA","1-1041/1041","========/======","7/21",99.33,92.7,"vfdb","AAF37887","(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]",NA,"Enterobacteriaceae"
543,"D32","07d5a207-820c-45b1-977f-75968eaff8e3",7596,8429,"-","cgsG","1-834/834","===============","0/0",100,97.12,"vfdb","WP_001189322","(cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D36","ca1c5a3a-a7ae-4a0c-881a-2d952d6b3cb1",2331,2461,"-","Col(pHAD28)_1","1-131/131","===============","0/0",100,90.84,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D32","5e7a1c2a-9f6e-4e71-8ab8-08c874b4d9ce",64,665,"+","AAA92657","1-606/606","========/======","3/4",99.34,98.19,"vfdb","AAA92657","(AAA92657) unknown protein [TraJ (VF0241) - Invasion (VFC0083)] [Escherichia coli]",NA,"Enterobacteriaceae"
543,"D32","07d5a207-820c-45b1-977f-75968eaff8e3",9291,9941,"-","cgsD","1-651/651","===============","0/0",100,98.92,"vfdb","WP_000481500","(cgsD) transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]",NA,"Enterobacteriaceae"
543,"D36","d470e933-51e0-4e83-98f3-4657657ee4a7",3544,3828,"-","Col440II_1","1-282/282","========/======","1/3",100,96.14,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D36","d4c4f4ec-4767-4dc0-850d-5edd2781f478",2596,2728,"-","Col(pHAD28)_1","1-131/131","========/======","2/4",99.24,87.31,"plasmidfinder","KU674895","Col(pHAD28)_1__KU674895",NA,"Enterobacteriaceae"
543,"D36","d4c4f4ec-4767-4dc0-850d-5edd2781f478",3322,3603,"-","Col440II_1","1-282/282","===============","0/0",100,97.16,"plasmidfinder","CP023921","Col440II_1__CP023921",NA,"Enterobacteriaceae"
543,"D31","c38c9cea-241d-4170-9e1f-0d5f9b6c111d",3032,3979,"+","iucB","1-948/948","========/======","2/6",99.68,94.74,"vfdb","WP_001287497","(iucB) aerobactin siderophore biosynthesis protein IucB [Aerobactin (VF0229) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","c46c37d6-f0f1-463b-a097-95c21b7acddc",1107,1922,"-","fepC","1-816/816","===============","0/0",100,97.3,"vfdb","WP_000140634","(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
543,"D32","3b56570d-f98b-497c-8d81-18b28014e6d4",2444,3060,"-","entD","5-621/621","===============","0/0",99.36,93.68,"vfdb","WP_001375021","(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]",NA,"Enterobacteriaceae"
